requirement_id,priority,implementation_status,source_document,source_line,source_section,text,verification_method,owner,release_gate,external_validation_status,waiver_status,waiver_expiration,implementation_files,test_ids,test_result_evidence_paths,dependency_ids,epic_ids,notes
TSTSTRAT-003,P0,NOT_STARTED,95-testing-delivery/950_test_strategy.md,38,4. Normative requirements,"The strategy shall cover unit, property, contract, integration, end-to-end, field, benchmark, load, resilience, security, privacy, accessibility, migration, backup, and acceptance testing.",Controlled verification,UNASSIGNED,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,[],"[""REQ-TSTSTRAT-003""]",[],"[""CAP-005"",""CON-004"",""GOV-001"",""LIF-003"",""OPS-004"",""QA-001"",""REC-005""]","[""QA-001"",""QA-002""]",
TSTSTRAT-004,P1,NOT_STARTED,95-testing-delivery/950_test_strategy.md,39,4. Normative requirements,Failed critical tests shall block release unless an allowed waiver with compensating control exists.,Controlled verification,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-TSTSTRAT-004""]",[],"[""CAP-005"",""CON-004"",""GOV-001"",""LIF-003"",""OPS-004"",""QA-001"",""REC-005""]","[""QA-001"",""QA-002""]",
TSTSTRAT-005,P1,NOT_STARTED,95-testing-delivery/950_test_strategy.md,40,4. Normative requirements,Test data shall be synthetic or consented and follow retention/access policy.,Controlled verification,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-TSTSTRAT-005""]",[],"[""CAP-005"",""CON-004"",""GOV-001"",""LIF-003"",""OPS-004"",""QA-001"",""REC-005""]","[""QA-001"",""QA-002""]",
TSTSTRAT-006,P1,NOT_STARTED,95-testing-delivery/950_test_strategy.md,41,4. Normative requirements,Flaky tests shall be quarantined only with owner and expiry and cannot represent sole P0 evidence.,Controlled verification,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-TSTSTRAT-006""]",[],"[""CAP-005"",""CON-004"",""GOV-001"",""LIF-003"",""OPS-004"",""QA-001"",""REC-005""]","[""QA-001"",""QA-002""]",
TSTLAY-001,P0,NOT_STARTED,95-testing-delivery/951_unit_integration_e2e.md,36,4. Normative requirements,"Coordinate math shall have property tests for identity, inverse, composition, units, and camera ray round trips.",Controlled verification,UNASSIGNED,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,[],"[""REQ-TSTLAY-001""]",[],"[""CAP-005"",""GOV-001"",""REC-005""]","[""QA-001""]",
TSTLAY-002,P0,IN_PROGRESS,95-testing-delivery/951_unit_integration_e2e.md,37,4. Normative requirements,"CSCP validators shall have malformed, adversarial, backward-compatible, and forward-unknown-field fixtures.",Controlled verification,SIP Engineering,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,"[""src/sip/capture.py"",""src/sip/worker_sandbox.py"",""tools/run_test_matrix.py"",""tests/fixtures""]","[""tests/contract/test_delivery_tools.py::test_synthetic_fixture_corpus_is_deterministic_hashed_and_fail_closed"",""tests/e2e/test_platform_demonstrations.py::test_malformed_spatial_archive_is_bounded_and_cannot_publish""]","[""build/reports/test-matrix.json"",""build/reports/tests/contract.xml"",""build/reports/tests/e2e.xml""]","[""CAP-005"",""GOV-001"",""REC-005""]","[""QA-001""]","A controlled implementation/test boundary exists, but the normative requirement is broader than the retained evidence and remains in progress."
TSTLAY-003,P0,NOT_STARTED,95-testing-delivery/951_unit_integration_e2e.md,38,4. Normative requirements,"API/event tests shall cover idempotency, retries, concurrency, authorization, pagination, and schema compatibility.",Automated test,UNASSIGNED,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,[],"[""REQ-TSTLAY-003""]",[],"[""CAP-005"",""GOV-001"",""REC-005""]","[""QA-001""]",
TSTLAY-004,P1,IN_PROGRESS,95-testing-delivery/951_unit_integration_e2e.md,39,4. Normative requirements,"Worker tests shall verify resource limits, cancellation, checkpoints, hash validation, and unapproved-model rejection.",Automated test,SIP Engineering,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,"[""src/sip/capture.py"",""src/sip/worker_sandbox.py"",""tools/run_test_matrix.py"",""tests/fixtures""]","[""tests/contract/test_delivery_tools.py::test_synthetic_fixture_corpus_is_deterministic_hashed_and_fail_closed"",""tests/contract/test_worker_manifests.py::test_worker_manifests_are_immutable_least_privilege_and_cover_registry"",""tests/security/test_worker_sandbox.py::test_worker_sandbox_denies_network_and_shell_but_allows_trusted_control_io""]","[""build/reports/test-matrix.json"",""build/reports/tests/contract.xml"",""build/reports/tests/security.xml""]","[""CAP-005"",""GOV-001"",""REC-005""]","[""QA-001""]","A controlled implementation/test boundary exists, but the normative requirement is broader than the retained evidence and remains in progress."
TSTLAY-005,P1,NOT_STARTED,95-testing-delivery/951_unit_integration_e2e.md,40,4. Normative requirements,"End-to-end tests shall cover capture ingest through scene publication, review, search, viewer metadata, export, and deletion request.",Controlled verification,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-TSTLAY-005""]",[],"[""CAP-005"",""GOV-001"",""REC-005""]","[""QA-001""]",
TSTLAY-006,P1,NOT_STARTED,95-testing-delivery/951_unit_integration_e2e.md,41,4. Normative requirements,Golden updates shall include comparison reports and reviewer approval.,Controlled verification,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-TSTLAY-006""]",[],"[""CAP-005"",""GOV-001"",""REC-005""]","[""QA-001""]",
TSTGEO-001,P0,NOT_STARTED,95-testing-delivery/952_sensor_geometry_tests.md,36,4. Normative requirements,"Synthetic fixtures shall validate intrinsics, distortion, unprojection, transform convention, interpolation, and scale.",Automated test,UNASSIGNED,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,[],"[""REQ-TSTGEO-001""]",[],"[""CAP-005"",""GOV-001"",""PLT-004"",""QA-001"",""REC-005"",""REC-008"",""REC-009""]","[""QA-001"",""QA-003""]",
TSTGEO-002,P0,NOT_STARTED,95-testing-delivery/952_sensor_geometry_tests.md,37,4. Normative requirements,"Physical rigs/rooms shall include known dimensions, planes, corners, thin structures, reflective surfaces, repeated texture, stairs, and loops.",Controlled verification,UNASSIGNED,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,[],"[""REQ-TSTGEO-002""]",[],"[""CAP-005"",""GOV-001"",""PLT-004"",""QA-001"",""REC-005"",""REC-008"",""REC-009""]","[""QA-001"",""QA-003""]",
TSTGEO-003,P0,NOT_STARTED,95-testing-delivery/952_sensor_geometry_tests.md,38,4. Normative requirements,Cross-device and cross-session tests shall measure transform repeatability and change-detection false positives.,Controlled verification,UNASSIGNED,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,[],"[""REQ-TSTGEO-003""]",[],"[""CAP-005"",""GOV-001"",""PLT-004"",""QA-001"",""REC-005"",""REC-008"",""REC-009""]","[""QA-001"",""QA-003""]",
TSTGEO-004,P1,NOT_STARTED,95-testing-delivery/952_sensor_geometry_tests.md,39,4. Normative requirements,Measurements shall be compared against calibrated independent tools and reported by range/orientation/surface type.,Controlled verification,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-TSTGEO-004""]",[],"[""CAP-005"",""GOV-001"",""PLT-004"",""QA-001"",""REC-005"",""REC-008"",""REC-009""]","[""QA-001"",""QA-003""]",
TSTGEO-005,P1,NOT_STARTED,95-testing-delivery/952_sensor_geometry_tests.md,40,4. Normative requirements,LingBot and other learned outputs shall be evaluated independently and in fusion.,Controlled verification,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-TSTGEO-005""]",[],"[""CAP-005"",""GOV-001"",""PLT-004"",""QA-001"",""REC-005"",""REC-008"",""REC-009""]","[""QA-001"",""QA-003""]",
TSTGEO-006,P1,NOT_STARTED,95-testing-delivery/952_sensor_geometry_tests.md,41,4. Normative requirements,A passing visual render shall not substitute for numeric trajectory/surface tests.,Controlled verification,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-TSTGEO-006""]",[],"[""CAP-005"",""GOV-001"",""PLT-004"",""QA-001"",""REC-005"",""REC-008"",""REC-009""]","[""QA-001"",""QA-003""]",
TSTSEC-001,P0,IMPLEMENTED_UNVERIFIED,95-testing-delivery/953_security_privacy_tests.md,36,4. Normative requirements,"Tests shall attempt unauthorized discovery through IDs, counts, search snippets, vectors, thumbnails, tiles, caches, logs, share links, signed URLs, exports, and agent tools.",Controlled verification,SIP Engineering,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,"[""src/sip/capture.py"",""src/sip/security.py"",""src/sip/worker_sandbox.py"",""tests/fixtures""]","[""tests/integration/test_desktop_review.py::test_desktop_http_profile_is_loopback_host_origin_and_csrf_safe"",""tests/integration/test_desktop_review.py::test_desktop_live_http_authorizes_before_emitting_exactly_one_status"",""tests/integration/test_scene_runtime_review.py::test_scene_runtime_scope_is_fail_closed_across_tenants""]","[""build/reports/test-matrix.json"",""build/reports/tests/integration.xml""]","[""CON-004"",""DATA-001"",""IAM-001"",""LIF-003"",""OPS-004"",""PLT-001"",""QA-001""]","[""OPS-001"",""QA-002""]","Implementation and automated checks exist, but production-environment or full-scope evidence is incomplete; this requirement is intentionally not marked verified."
TSTSEC-002,P0,NOT_STARTED,95-testing-delivery/953_security_privacy_tests.md,37,4. Normative requirements,"Consent restriction/revocation shall propagate to processing, viewer, search, agents, reports, notifications, exports, and future model training.",Controlled verification,UNASSIGNED,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,[],"[""REQ-TSTSEC-002""]",[],"[""CON-004"",""DATA-001"",""IAM-001"",""LIF-003"",""OPS-004"",""PLT-001"",""QA-001""]","[""OPS-001"",""QA-002""]",
TSTSEC-003,P0,IN_PROGRESS,95-testing-delivery/953_security_privacy_tests.md,38,4. Normative requirements,"File ingestion shall test malicious archives, media parsers, oversized dimensions, embedded scripts, and metadata injection.",Controlled verification,SIP Engineering,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,"[""src/sip/capture.py"",""src/sip/security.py"",""src/sip/worker_sandbox.py"",""tests/fixtures""]","[""tests/contract/test_delivery_tools.py::test_synthetic_fixture_corpus_is_deterministic_hashed_and_fail_closed"",""tests/e2e/test_platform_demonstrations.py::test_malformed_spatial_archive_is_bounded_and_cannot_publish""]","[""build/reports/test-matrix.json"",""build/reports/tests/contract.xml"",""build/reports/tests/e2e.xml""]","[""CON-004"",""DATA-001"",""IAM-001"",""LIF-003"",""OPS-004"",""PLT-001"",""QA-001""]","[""OPS-001"",""QA-002""]","A controlled implementation/test boundary exists, but the normative requirement is broader than the retained evidence and remains in progress."
TSTSEC-004,P1,NOT_STARTED,95-testing-delivery/953_security_privacy_tests.md,39,4. Normative requirements,"Agent tests shall cover destructive requests, role confusion, evidence fabrication, source-label removal, and speaking as an unconsented person.",Controlled verification,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-TSTSEC-004""]",[],"[""CON-004"",""DATA-001"",""IAM-001"",""LIF-003"",""OPS-004"",""PLT-001"",""QA-001""]","[""OPS-001"",""QA-002""]",
TSTSEC-005,P1,NOT_STARTED,95-testing-delivery/953_security_privacy_tests.md,40,4. Normative requirements,"Deletion tests shall verify canonical, derivatives, indexes, caches, links, and backup expiry behavior.",Controlled verification,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-TSTSEC-005""]",[],"[""CON-004"",""DATA-001"",""IAM-001"",""LIF-003"",""OPS-004"",""PLT-001"",""QA-001""]","[""OPS-001"",""QA-002""]",
TSTSEC-006,P1,NOT_STARTED,95-testing-delivery/953_security_privacy_tests.md,41,4. Normative requirements,Incident and support access controls shall be exercised through realistic scenarios.,Controlled verification,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-TSTSEC-006""]",[],"[""CON-004"",""DATA-001"",""IAM-001"",""LIF-003"",""OPS-004"",""PLT-001"",""QA-001""]","[""OPS-001"",""QA-002""]",
TSTDATA-001,P0,NOT_STARTED,95-testing-delivery/954_dataset_benchmark_plan.md,36,4. Normative requirements,"Each dataset shall document purpose, source, consent/rights, license, subjects/locations, sensitivities, allowed uses, retention, splits, ground truth, known bias, and hash manifest.",Automated test,UNASSIGNED,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,[],"[""REQ-TSTDATA-001""]",[],"[""CAP-005"",""GOV-001"",""PLT-004"",""QA-001"",""REC-005"",""REC-008"",""REC-009""]","[""QA-001"",""QA-003""]",
TSTDATA-002,P0,NOT_STARTED,95-testing-delivery/954_dataset_benchmark_plan.md,37,4. Normative requirements,Train/tune/test leakage shall be assessed for any model adapted by the team.,Controlled verification,UNASSIGNED,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,[],"[""REQ-TSTDATA-002""]",[],"[""CAP-005"",""GOV-001"",""PLT-004"",""QA-001"",""REC-005"",""REC-008"",""REC-009""]","[""QA-001"",""QA-003""]",
TSTDATA-003,P0,NOT_STARTED,95-testing-delivery/954_dataset_benchmark_plan.md,38,4. Normative requirements,"Ground truth shall state equipment/method, calibration, uncertainty, alignment, and processing.",Controlled verification,UNASSIGNED,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,[],"[""REQ-TSTDATA-003""]",[],"[""CAP-005"",""GOV-001"",""PLT-004"",""QA-001"",""REC-005"",""REC-008"",""REC-009""]","[""QA-001"",""QA-003""]",
TSTDATA-004,P1,NOT_STARTED,95-testing-delivery/954_dataset_benchmark_plan.md,39,4. Normative requirements,Field pilots shall use data agreements that separate service delivery from model improvement.,Controlled verification,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-TSTDATA-004""]",[],"[""CAP-005"",""GOV-001"",""PLT-004"",""QA-001"",""REC-005"",""REC-008"",""REC-009""]","[""QA-001"",""QA-003""]",
TSTDATA-005,P1,NOT_STARTED,95-testing-delivery/954_dataset_benchmark_plan.md,40,4. Normative requirements,Public result publication shall respect location/security and personal privacy.,Controlled verification,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-TSTDATA-005""]",[],"[""CAP-005"",""GOV-001"",""PLT-004"",""QA-001"",""REC-005"",""REC-008"",""REC-009""]","[""QA-001"",""QA-003""]",
TSTDATA-006,P1,NOT_STARTED,95-testing-delivery/954_dataset_benchmark_plan.md,41,4. Normative requirements,Dataset withdrawal shall identify affected models/results and trigger governance review.,Controlled verification,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-TSTDATA-006""]",[],"[""CAP-005"",""GOV-001"",""PLT-004"",""QA-001"",""REC-005"",""REC-008"",""REC-009""]","[""QA-001"",""QA-003""]",
TSTGATE-001,P0,NOT_STARTED,95-testing-delivery/955_release_gates.md,36,4. Normative requirements,"Research release shall use authorized test data, explicit research labels, and no commercial/customer output from unapproved models.",Controlled verification,UNASSIGNED,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,[],"[""REQ-TSTGATE-001""]",[],"[""CON-004"",""LIF-003"",""OPS-004"",""QA-001""]","[""QA-002""]",
TSTGATE-002,P0,NOT_STARTED,95-testing-delivery/955_release_gates.md,37,4. Normative requirements,"Pilot release shall define operating envelope, customer consent, support plan, measurement limitations, and rollback/export.",Controlled verification,UNASSIGNED,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,[],"[""REQ-TSTGATE-002""]",[],"[""CON-004"",""LIF-003"",""OPS-004"",""QA-001""]","[""QA-002""]",
TSTGATE-003,P0,IN_PROGRESS,95-testing-delivery/955_release_gates.md,38,4. Normative requirements,"Production release shall pass all P0 requirements, vulnerability/SBOM/license review, benchmark thresholds, consent/truth-label tests, backup restore, migration, load, and acceptance scenarios.",Controlled verification,SIP Engineering,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,"[""src/sip/spec_lint.py"",""tools/release.py"","".github/workflows/release.yml""]","[""tests/contract/test_checkpoint_acceptance_status.py::test_acceptance_preserves_blocked_child_and_distinguishes_command_error"",""tests/contract/test_checkpoint_acceptance_status.py::test_acceptance_relative_output_is_rooted_in_repository"",""tests/contract/test_checkpoint_acceptance_status.py::test_acceptance_separates_command_execution_from_child_control_completeness"",""tests/contract/test_checkpoint_acceptance_status.py::test_acceptance_snapshots_each_child_report_before_a_shared_path_is_overwritten"",""tests/contract/test_delivery_tools.py::test_release_readiness_fails_closed_for_open_gates"",""tests/contract/test_progress05_traceability_audit.py::test_progress05_traceability_audit_artifact_has_no_drift"",""tests/contract/test_progress05_traceability_audit.py::test_progress05_traceability_is_semantically_audited_and_linked_tests_declare_ids"",""tests/contract/test_spec_lint.py::test_release_spec_gate_fails_closed_on_unverified_requirements""]","[""build/reports/release-report.json"",""build/reports/spec-lint.json"",""build/reports/test-matrix.json"",""build/reports/tests/contract.xml""]","[""CON-004"",""LIF-003"",""OPS-004"",""QA-001""]","[""QA-002""]","A controlled implementation/test boundary exists, but the normative requirement is broader than the retained evidence and remains in progress."
TSTGATE-004,P1,NOT_STARTED,95-testing-delivery/955_release_gates.md,39,4. Normative requirements,"Enterprise release shall additionally pass tenant isolation, SSO/audit, retention/legal hold, DR, scale, and support controls.",Controlled verification,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-TSTGATE-004""]",[],"[""CON-004"",""LIF-003"",""OPS-004"",""QA-001""]","[""QA-002""]",
TSTGATE-005,P1,NOT_STARTED,95-testing-delivery/955_release_gates.md,40,4. Normative requirements,Known limitations shall be included in release notes and UI where they affect use.,Controlled verification,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-TSTGATE-005""]",[],"[""CON-004"",""LIF-003"",""OPS-004"",""QA-001""]","[""QA-002""]",
TSTGATE-006,P1,NOT_STARTED,95-testing-delivery/955_release_gates.md,41,4. Normative requirements,Rollback shall be rehearsed before production promotion.,Controlled verification,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-TSTGATE-006""]",[],"[""CON-004"",""LIF-003"",""OPS-004"",""QA-001""]","[""QA-002""]",
TSTGATE-007,P0,NOT_STARTED,95-testing-delivery/955_release_gates.md,136,15. Version 1.1 hybrid-representation release gate,"A surface provider shall not enter production without current legal, privacy, security, reproducibility, and stratified benchmark approval.",Release review,UNASSIGNED,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,[],"[""REQ-TSTGATE-007""]",[],"[""CON-004"",""LIF-003"",""OPS-004"",""QA-001""]","[""QA-002""]",
TSTGATE-008,P0,NOT_STARTED,95-testing-delivery/955_release_gates.md,137,15. Version 1.1 hybrid-representation release gate,"Raycast, render, collision, navigation, occlusion, audio, and measurement suitability shall be gated independently.",Quality-profile test,UNASSIGNED,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,[],"[""REQ-TSTGATE-008""]",[],"[""CON-004"",""LIF-003"",""OPS-004"",""QA-001""]","[""QA-002""]",
TSTGATE-009,P0,NOT_STARTED,95-testing-delivery/955_release_gates.md,138,15. Version 1.1 hybrid-representation release gate,Production promotion shall prove proxy authority restrictions in Construction and LiveForever end-to-end scenarios.,Acceptance test,UNASSIGNED,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,[],"[""REQ-TSTGATE-009""]",[],"[""CON-004"",""LIF-003"",""OPS-004"",""QA-001""]","[""QA-002""]",
TSTGATE-010,P1,NOT_STARTED,95-testing-delivery/955_release_gates.md,139,15. Version 1.1 hybrid-representation release gate,"Release evidence shall include native-hybrid comparison, open export/import, non-splat fallback, provider replacement, and rollback.",Release evidence audit,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-TSTGATE-010""]",[],"[""CON-004"",""LIF-003"",""OPS-004"",""QA-001""]","[""QA-002""]",
TSTGATE-011,P1,NOT_STARTED,95-testing-delivery/955_release_gates.md,140,15. Version 1.1 hybrid-representation release gate,Known proxy gaps and prohibited uses shall appear in machine-readable limitations and applicable UI/report surfaces.,Documentation/UI test,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-TSTGATE-011""]",[],"[""CON-004"",""LIF-003"",""OPS-004"",""QA-001""]","[""QA-002""]",
TSTGATE-012,P1,NOT_STARTED,95-testing-delivery/955_release_gates.md,141,15. Version 1.1 hybrid-representation release gate,A provider/license/terms change shall trigger re-review before subsequent production execution.,Governance test,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-TSTGATE-012""]",[],"[""CON-004"",""LIF-003"",""OPS-004"",""QA-001""]","[""QA-002""]",
DELMVP-001,P0,NOT_STARTED,95-testing-delivery/956_mvp_plan.md,36,4. Normative requirements,MVP shall ingest first-party iPhone and Polycam raw capture fixtures.,Controlled verification,UNASSIGNED,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,[],"[""REQ-DELMVP-001""]",[],"[""CON-004"",""LIF-003"",""OPS-004"",""QA-001""]","[""QA-002""]",
DELMVP-002,P0,NOT_STARTED,95-testing-delivery/956_mvp_plan.md,37,4. Normative requirements,"MVP shall run ARKit/LiDAR metric processing, a gated LingBot research adapter, alignment, TSDF/mesh, quality summary, and browser publication.",Controlled verification,UNASSIGNED,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,[],"[""REQ-DELMVP-002""]",[],"[""CON-004"",""LIF-003"",""OPS-004"",""QA-001""]","[""QA-002""]",
DELMVP-003,P0,NOT_STARTED,95-testing-delivery/956_mvp_plan.md,38,4. Normative requirements,"MVP shall create stable entities, anchors, evidence, assertions, tasks, scene commits, diff, search, and open export.",Controlled verification,UNASSIGNED,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,[],"[""REQ-DELMVP-003""]",[],"[""CON-004"",""LIF-003"",""OPS-004"",""QA-001""]","[""QA-002""]",
DELMVP-004,P1,NOT_STARTED,95-testing-delivery/956_mvp_plan.md,39,4. Normative requirements,"Construction demo shall include a systems room, devices/door/equipment, drawing link, issue, measurement verification, and report.",Controlled verification,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-DELMVP-004""]",[],"[""CON-004"",""LIF-003"",""OPS-004"",""QA-001""]","[""QA-002""]",
DELMVP-005,P1,NOT_STARTED,95-testing-delivery/956_mvp_plan.md,40,4. Normative requirements,"LiveForever demo shall include a room, object, interview stories, old media, uncertainty/conflict, evidence view, consent, and preservation export.",Controlled verification,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-DELMVP-005""]",[],"[""CON-004"",""LIF-003"",""OPS-004"",""QA-001""]","[""QA-002""]",
DELMVP-006,P1,NOT_STARTED,95-testing-delivery/956_mvp_plan.md,41,4. Normative requirements,MVP shall run local workstation or hybrid and document production blockers.,Controlled verification,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-DELMVP-006""]",[],"[""CON-004"",""LIF-003"",""OPS-004"",""QA-001""]","[""QA-002""]",
DELROAD-001,P0,NOT_STARTED,95-testing-delivery/957_roadmap.md,36,4. Normative requirements,"Every roadmap item shall name prerequisites, customer outcome, architecture impact, risk, acceptance, and deprecation/migration implications.",Controlled verification,UNASSIGNED,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,[],"[""REQ-DELROAD-001""]",[],"[""CON-004"",""LIF-003"",""OPS-004"",""QA-001""]","[""QA-002""]",
DELROAD-002,P0,NOT_STARTED,95-testing-delivery/957_roadmap.md,37,4. Normative requirements,Quarter labels shall not substitute for dependency-based sequencing.,Controlled verification,UNASSIGNED,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,[],"[""REQ-DELROAD-002""]",[],"[""CON-004"",""LIF-003"",""OPS-004"",""QA-001""]","[""QA-002""]",
DELROAD-003,P0,NOT_STARTED,95-testing-delivery/957_roadmap.md,38,4. Normative requirements,"Research spikes shall have time bounds and decisions, not become unowned permanent forks.",Controlled verification,UNASSIGNED,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,[],"[""REQ-DELROAD-003""]",[],"[""CON-004"",""LIF-003"",""OPS-004"",""QA-001""]","[""QA-002""]",
DELROAD-004,P1,NOT_STARTED,95-testing-delivery/957_roadmap.md,39,4. Normative requirements,Commercial dependencies shall have fallback/exit paths.,Controlled verification,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-DELROAD-004""]",[],"[""CON-004"",""LIF-003"",""OPS-004"",""QA-001""]","[""QA-002""]",
DELROAD-005,P1,NOT_STARTED,95-testing-delivery/957_roadmap.md,40,4. Normative requirements,"Roadmap review shall use pilot evidence, benchmark results, cost, support burden, and consent/security incidents.",Controlled verification,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-DELROAD-005""]",[],"[""CON-004"",""LIF-003"",""OPS-004"",""QA-001""]","[""QA-002""]",
DELROAD-006,P1,NOT_STARTED,95-testing-delivery/957_roadmap.md,41,4. Normative requirements,The roadmap shall preserve local-only and open-export commitments as capabilities expand.,Controlled verification,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-DELROAD-006""]",[],"[""CON-004"",""LIF-003"",""OPS-004"",""QA-001""]","[""QA-002""]",
DELDEV-001,P0,NOT_STARTED,95-testing-delivery/959_developer_onboarding.md,36,4. Normative requirements,"The repository shall provide version-managed toolchains, containerized dependencies, seed fixtures, one-command checks, and troubleshooting.",Controlled verification,UNASSIGNED,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,[],"[""REQ-DELDEV-001""]",[],[],"[""FND-001""]",
DELDEV-002,P0,IMPLEMENTED_UNVERIFIED,95-testing-delivery/959_developer_onboarding.md,37,4. Normative requirements,Local data shall be synthetic and clearly isolated from production.,Controlled verification,SIP Engineering,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,"[""Makefile"",""justfile"",""tools/static_checks.py"",""tools/typecheck.py"",""docs/developer/GETTING_STARTED.md"",""CONTRIBUTING.md""]","[""tests/contract/test_delivery_tools.py::test_demo_output_lock_serializes_destructive_setup""]","[""build/reports/test-matrix.json"",""build/reports/tests/contract.xml""]",[],"[""FND-001""]","Implementation and automated checks exist, but production-environment or full-scope evidence is incomplete; this requirement is intentionally not marked verified."
DELDEV-003,P0,NOT_STARTED,95-testing-delivery/959_developer_onboarding.md,38,4. Normative requirements,"Developers shall complete secure-coding, data classification, truth/provenance, and model-license orientation.",Controlled verification,UNASSIGNED,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,[],"[""REQ-DELDEV-003""]",[],[],"[""FND-001""]",
